STATUS | wrapper  | 2017/11/19 09:47:58 | --> Wrapper Started as Console
INFO   | jvm 1    | 2017/11/19 10:01:30 |   left join information_schema.referential_constraints r on
INFO   | jvm 1    | 2017/11/19 10:01:30 |       r.constraint_schema   = c.constraint_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   and r.constraint_name     = c.constraint_name
INFO   | jvm 1    | 2017/11/19 10:01:30 | where c.table_schema = 'laravel_test_1'
INFO   | jvm 1    | 2017/11/19 10:01:30 |   and u.table_schema = 'laravel_test_1'
INFO   | jvm 1    | 2017/11/19 10:01:30 | group by
INFO   | jvm 1    | 2017/11/19 10:01:30 |     c.constraint_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.constraint_name
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.table_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.table_name
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.constraint_type
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , u.referenced_table_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , u.referenced_table_name
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , r.match_option
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , r.update_rule
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , r.delete_rule
INFO   | jvm 1    | 2017/11/19 10:01:30 | order by
INFO   | jvm 1    | 2017/11/19 10:01:30 |     c.table_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.table_name
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.constraint_schema
INFO   | jvm 1    | 2017/11/19 10:01:30 |   , c.constraint_name}, packetId=68], host=mysql-master, port=3306, statusSync=io.mycat.backend.mysql.nio.MySQLConnection$StatusSync@3dc44d71, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.server.NonBlockingSession:NonBlockingSession.java:341) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:29,995 [DEBUG][$_NIOREACTOR-2-RW] release channel MySQLConnection [id=10, lastTime=1511085689987, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=127, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:442) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,017 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB] select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.net.FrontendConnection:FrontendConnection.java:288) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.server.ServerQueryHandler:ServerQueryHandler.java:57) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] SQLRouteCache  miss cache ,key:TESTDBselect
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.cache.impl.EnchachePool:EnchachePool.java:77) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1', route={
INFO   | jvm 1    | 2017/11/19 10:01:30 |    1 -> dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}
INFO   | jvm 1    | 2017/11/19 10:01:30 | } rrs   (io.mycat.server.NonBlockingSession:NonBlockingSession.java:110) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:166) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:168) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:177) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:179) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:96) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,018 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:127) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,019 [DEBUG][$_NIOREACTOR-0-RW] con need syn ,total syn cmd 1 commands SET names utf8;schema change:false con:MySQLConnection [id=4, lastTime=1511085690018, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=128, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, respHandler=SingleNodeHandler [node=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, packetId=0], host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.MySQLConnection:MySQLConnection.java:448) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,022 [DEBUG][$_NIOREACTOR-0-RW] release connection MySQLConnection [id=4, lastTime=1511085690004, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=128, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, respHandler=SingleNodeHandler [node=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_manipulation,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_timing
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, packetId=6], host=mysql-master, port=3306, statusSync=io.mycat.backend.mysql.nio.MySQLConnection$StatusSync@22b85565, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.server.NonBlockingSession:NonBlockingSession.java:341) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,022 [DEBUG][$_NIOREACTOR-0-RW] release channel MySQLConnection [id=4, lastTime=1511085690004, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=128, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:442) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,033 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB] select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'  (io.mycat.net.FrontendConnection:FrontendConnection.java:288) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,034 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'  (io.mycat.server.ServerQueryHandler:ServerQueryHandler.java:57) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,034 [DEBUG][$_NIOREACTOR-0-RW] SQLRouteCache  miss cache ,key:TESTDBselect table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'  (io.mycat.cache.impl.EnchachePool:EnchachePool.java:77) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1', route={
INFO   | jvm 1    | 2017/11/19 10:01:30 |    1 -> dn1{select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'}
INFO   | jvm 1    | 2017/11/19 10:01:30 | } rrs   (io.mycat.server.NonBlockingSession:NonBlockingSession.java:110) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:166) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:168) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:177) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:179) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:96) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,035 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:127) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,037 [DEBUG][$_NIOREACTOR-1-RW] release connection MySQLConnection [id=9, lastTime=1511085690024, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=130, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'}, respHandler=SingleNodeHandler [node=dn1{select table_name, view_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.views
INFO   | jvm 1    | 2017/11/19 10:01:30 | where table_schema = 'laravel_test_1'}, packetId=4], host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.server.NonBlockingSession:NonBlockingSession.java:341) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,037 [DEBUG][$_NIOREACTOR-1-RW] release channel MySQLConnection [id=9, lastTime=1511085690024, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=130, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:442) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,050 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB] select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'  (io.mycat.net.FrontendConnection:FrontendConnection.java:288) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,050 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'  (io.mycat.server.ServerQueryHandler:ServerQueryHandler.java:57) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] SQLRouteCache  miss cache ,key:TESTDBselect specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'  (io.mycat.cache.impl.EnchachePool:EnchachePool.java:77) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1', route={
INFO   | jvm 1    | 2017/11/19 10:01:30 |    1 -> dn1{select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'}
INFO   | jvm 1    | 2017/11/19 10:01:30 | } rrs   (io.mycat.server.NonBlockingSession:NonBlockingSession.java:110) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:166) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:168) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:177) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:179) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:96) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,051 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:127) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,053 [DEBUG][$_NIOREACTOR-1-RW] release connection MySQLConnection [id=5, lastTime=1511085690045, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=131, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'}, respHandler=SingleNodeHandler [node=dn1{select specific_name, routine_definition
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.routines
INFO   | jvm 1    | 2017/11/19 10:01:30 | where routine_schema = 'laravel_test_1'}, packetId=4], host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.server.NonBlockingSession:NonBlockingSession.java:341) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,053 [DEBUG][$_NIOREACTOR-1-RW] release channel MySQLConnection [id=5, lastTime=1511085690045, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=131, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:442) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB] select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.net.FrontendConnection:FrontendConnection.java:288) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.server.ServerQueryHandler:ServerQueryHandler.java:57) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] SQLRouteCache  miss cache ,key:TESTDBselect
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'  (io.mycat.cache.impl.EnchachePool:EnchachePool.java:77) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] ServerConnection [id=2, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=false, schema=TESTDB]select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1', route={
INFO   | jvm 1    | 2017/11/19 10:01:30 |    1 -> dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}
INFO   | jvm 1    | 2017/11/19 10:01:30 | } rrs   (io.mycat.server.NonBlockingSession:NonBlockingSession.java:110) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:166) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:168) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:177) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] node.getRunOnSlave() null  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:179) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:96) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,065 [DEBUG][$_NIOREACTOR-0-RW] rrs.getRunOnSlave() null  (io.mycat.backend.datasource.PhysicalDBNode:PhysicalDBNode.java:127) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,069 [DEBUG][$_NIOREACTOR-0-RW] release connection MySQLConnection [id=8, lastTime=1511085690064, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=134, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, respHandler=SingleNodeHandler [node=dn1{select
INFO   | jvm 1    | 2017/11/19 10:01:30 | trigger_name,
INFO   | jvm 1    | 2017/11/19 10:01:30 | event_object_table,
INFO   | jvm 1    | 2017/11/19 10:01:30 | action_statement
INFO   | jvm 1    | 2017/11/19 10:01:30 | from information_schema.triggers
INFO   | jvm 1    | 2017/11/19 10:01:30 | where trigger_schema = 'laravel_test_1'}, packetId=5], host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.server.NonBlockingSession:NonBlockingSession.java:341) 
INFO   | jvm 1    | 2017/11/19 10:01:30 | 2017-11-19 10:01:30,069 [DEBUG][$_NIOREACTOR-0-RW] release channel MySQLConnection [id=8, lastTime=1511085690064, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=true, fromSlaveDB=false, threadId=134, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-master, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:442) 
